PERSONID,GTCBSA,HRHHID,HEHOUSUT,HRHTYPE,HEFAMINC,HRNUMHOU
49344,26900,185871000000000.0,1,1,7,6
49356,26900,192321000000000.0,1,6,7,1
49358,26900,208116000000000.0,1,1,13,3
49366,26900,268564000000000.0,1,1,15,2
49375,26900,281877000000000.0,1,7,7,1
49378,26900,288952000000000.0,1,1,3,2
49387,26900,358027000000000.0,1,1,14,3
49391,26900,381001000000000.0,1,7,8,1
49401,26900,410100000000000.0,1,6,8,1
49404,26900,410103000000000.0,1,7,7,1
49408,26900,421589000000000.0,1,1,14,4
49412,26900,458022000000000.0,1,1,4,2
49414,26900,478063000000000.0,1,1,9,5
49426,26900,504108000000000.0,1,7,8,1
49427,26900,504118000000000.0,1,3,9,2
49438,26900,510101000000000.0,1,7,14,1
49452,26900,551388000000000.0,1,6,9,1
49453,26900,581186000000000.0,1,6,15,2
49459,26900,581507000000000.0,1,1,12,4
49468,26900,604110000000000.0,1,1,15,2
49472,26900,605112000000000.0,1,1,16,4
49477,26900,605117000000000.0,1,1,11,2
49495,26900,641385000000000.0,1,1,5,2
49498,26900,641785000000000.0,1,1,8,2
49506,26900,668567000000000.0,1,7,12,1
49516,26900,781155000000000.0,1,1,16,2
49525,26900,781981000000000.0,1,7,13,1
49526,26900,800112000000000.0,1,6,14,1
49530,26900,804281000000000.0,1,7,1,1
49538,26900,810101000000000.0,1,6,11,1
49561,26900,821571000000000.0,1,6,8,2
49564,26900,823651000000000.0,1,1,11,3
49574,26900,841281000000000.0,1,6,11,1
49584,26900,851287000000000.0,1,1,7,2
49591,26900,851787000000000.0,1,6,10,2
49593,26900,854690000000000.0,1,7,10,1
49597,26900,856670000000000.0,1,7,4,4
49609,26900,873571000000000.0,1,1,15,4
49623,26900,881721000000000.0,1,6,4,1
49625,26900,884571000000000.0,1,6,15,1
49626,26900,888955000000000.0,1,7,3,1
49630,26900,891670000000000.0,1,1,14,4
49634,26900,892510000000000.0,5,3,7,3
53057,28140,8070510000000.0,1,6,11,2
53062,28140,18000900000000.0,1,1,11,2
53064,28140,20010100000000.0,1,4,3,3
53067,28140,20010200000000.0,1,4,9,2
53070,28140,20010300000000.0,1,7,4,1
53093,28140,20011100000000.0,1,1,16,2
53102,28140,20011200000000.0,1,7,12,1
53143,28140,73830700000000.0,1,1,11,3
53146,28140,75060400000000.0,1,7,2,1
53170,28140,107210000000000.0,1,7,7,1
53171,28140,108071000000000.0,1,7,7,1
53185,28140,137072000000000.0,1,6,7,2
53199,28140,176952000000000.0,1,1,13,2
53205,28140,196732000000000.0,1,1,7,3
53209,28140,198061000000000.0,1,1,12,3
53245,28140,203021000000000.0,1,7,9,2
53247,28140,203121000000000.0,1,1,14,4
53252,28140,205360000000000.0,1,1,14,2
53265,28140,210006000000000.0,1,1,1,2
53275,28140,213250000000000.0,1,4,15,2
53279,28140,213521000000000.0,1,3,15,3
53285,28140,261409000000000.0,1,1,8,5
53294,28140,271703000000000.0,1,6,9,2
53299,28140,302267000000000.0,1,3,14,3
53322,28140,420053000000000.0,1,7,3,1
53331,28140,461707000000000.0,1,1,7,2
53336,28140,520084000000000.0,1,3,11,6
53361,28140,708203000000000.0,1,6,8,1
53373,28140,740582000000000.0,1,1,12,2
53385,28140,801809000000000.0,1,3,10,6
53411,28140,810007000000000.0,1,7,9,1
53412,28140,880681000000000.0,1,4,3,5
53420,28140,902202000000000.0,1,7,14,1
53421,28140,909200000000000.0,1,7,2,1
53422,28140,910006000000000.0,1,7,6,1
53429,28140,980942000000000.0,1,6,7,1
56942,35380,7092210000000.0,1,1,16,3
56953,35380,10022100000000.0,1,3,11,2
56959,35380,12260700000000.0,1,6,11,1
56978,35380,20210700000000.0,1,7,6,1
56986,35380,20210800000000.0,1,7,6,2
56997,35380,20210900000000.0,1,7,2,1
57011,35380,20211000000000.0,1,7,13,1
57013,35380,20211100000000.0,1,3,12,2
57015,35380,20211200000000.0,1,4,7,2
57018,35380,22095000000000.0,1,1,16,4
57028,35380,27012700000000.0,1,4,10,3
57031,35380,31002400000000.0,1,6,11,2
57038,35380,37022500000000.0,1,1,16,5
57065,35380,82062800000000.0,1,7,8,1
57066,35380,82062900000000.0,1,6,1,1
57070,35380,90002600000000.0,1,7,6,1
57075,35380,96072700000000.0,1,4,13,3
57084,35380,104672000000000.0,1,6,9,1
57087,35380,109782000000000.0,1,1,8,2
57099,35380,111724000000000.0,1,4,1,5
57110,35380,120422000000000.0,1,6,7,1
57111,35380,122033000000000.0,1,1,7,4
57116,35380,122118000000000.0,1,6,8,1
57122,35380,129052000000000.0,1,1,13,2
57124,35380,135512000000000.0,1,7,2,1
57127,35380,141282000000000.0,1,1,7,3
57147,35380,154952000000000.0,1,4,1,6
57161,35380,170992000000000.0,1,1,13,2
57163,35380,171227000000000.0,1,7,6,1
57165,35380,176892000000000.0,1,6,8,2
57171,35380,177952000000000.0,1,6,13,1
57174,35380,182372000000000.0,1,1,16,4
57180,35380,183292000000000.0,1,4,6,2
57182,35380,183462000000000.0,1,4,4,3
57187,35380,196072000000000.0,1,6,12,1
57192,35380,200621000000000.0,1,6,14,1
57193,35380,200671000000000.0,1,7,9,1
57211,35380,205751000000000.0,1,4,5,2
57217,35380,205951000000000.0,1,4,1,2
57220,35380,206203000000000.0,1,1,14,2
57224,35380,207711000000000.0,1,3,11,2
57226,35380,207860000000000.0,1,6,2,1
57227,35380,207911000000000.0,1,6,12,1
57228,35380,208207000000000.0,1,7,1,1
57236,35380,208530000000000.0,1,1,16,3
57245,35380,209950000000000.0,1,1,14,4
57256,35380,213190000000000.0,1,6,7,1
57262,35380,216091000000000.0,1,4,6,3
57271,35380,222637000000000.0,1,7,3,1
57275,35380,228281000000000.0,1,1,16,2
57278,35380,229721000000000.0,1,7,16,1
57280,35380,235180000000000.0,1,7,13,2
57299,35380,247120000000000.0,1,4,9,2
57302,35380,248851000000000.0,1,4,2,2
57305,35380,249081000000000.0,1,4,4,2
57311,35380,262409000000000.0,1,6,14,1
57314,35380,272708000000000.0,1,1,15,4
57322,35380,277281000000000.0,1,1,14,3
57329,35380,286271000000000.0,1,6,11,1
57330,35380,291020000000000.0,1,1,14,3
57335,35380,292529000000000.0,1,7,7,2
57351,35380,305205000000000.0,1,1,14,2
57357,35380,310004000000000.0,1,1,13,3
57369,35380,322776000000000.0,1,7,16,1
57371,35380,322959000000000.0,1,6,6,1
57373,35380,332546000000000.0,1,7,13,1
57377,35380,410008000000000.0,1,6,10,1
57381,35380,422595000000000.0,1,7,1,1
57391,35380,472710000000000.0,1,6,12,1
57400,35380,501929000000000.0,1,1,13,2
57408,35380,510008000000000.0,1,4,15,2
57419,35380,521129000000000.0,1,6,11,1
57422,35380,522931000000000.0,1,7,4,1
57424,35380,541425000000000.0,1,7,11,1
57426,35380,541925000000000.0,1,4,4,4
57437,35380,562376000000000.0,1,1,11,2
57447,35380,609202000000000.0,1,6,11,1
57448,35380,610004000000000.0,1,1,16,2
57450,35380,610005000000000.0,1,1,15,2
57461,35380,622629000000000.0,1,3,12,4
57472,35380,622749000000000.0,1,4,13,2
57476,35380,632305000000000.0,1,4,9,2
57478,35380,641226000000000.0,1,1,9,2
57480,35380,661827000000000.0,1,6,1,1
57486,35380,700218000000000.0,1,6,12,1
57489,35380,702211000000000.0,1,1,15,3
57495,35380,703206000000000.0,1,6,15,1
57499,35380,710000000000000.0,1,4,9,2
57502,35380,712179000000000.0,1,4,11,2
57504,35380,712269000000000.0,1,6,4,1
57505,35380,722125000000000.0,1,7,7,1
57512,35380,731228000000000.0,1,7,11,1
57514,35380,792522000000000.0,1,7,8,1
57523,35380,809205000000000.0,1,6,15,2
57545,35380,892410000000000.0,1,7,1,1
57551,35380,901422000000000.0,1,1,14,3
57555,35380,907203000000000.0,1,7,10,2
57560,35380,910003000000000.0,1,1,6,6
57573,35380,910010000000000.0,1,7,4,1
57575,35380,922208000000000.0,1,4,7,3
57586,35380,922705000000000.0,1,4,7,3
57589,35380,931228000000000.0,1,4,6,2
57595,35380,931728000000000.0,1,7,9,1
57597,35380,951923000000000.0,1,7,13,1
57599,35380,952739000000000.0,1,7,15,4
57603,35380,952982000000000.0,1,4,4,2
57606,35380,992329000000000.0,1,3,2,3
61796,12580,10106100000000.0,1,6,3,1
61809,12580,20411200000000.0,1,7,11,1
61829,12580,20411300000000.0,1,1,12,6
61836,12580,20411400000000.0,1,1,14,3
61847,12580,20411600000000.0,1,3,11,2
61853,12580,20411700000000.0,1,4,9,4
61857,12580,20411800000000.0,1,4,8,2
61891,12580,42169200000000.0,1,4,14,3
61898,12580,61444000000000.0,1,6,3,1
61914,12580,110100000000000.0,1,4,15,2
61931,12580,118392000000000.0,1,1,9,5
61938,12580,130092000000000.0,1,7,7,2
61942,12580,132085000000000.0,1,1,14,3
61979,12580,146722000000000.0,1,6,3,1
61994,12580,164942000000000.0,1,6,9,1
62003,12580,174064000000000.0,1,6,15,1
62006,12580,184084000000000.0,1,6,5,1
62014,12580,191044000000000.0,1,7,4,1
62017,12580,193074000000000.0,1,3,12,3
62020,12580,196172000000000.0,1,6,10,2
62023,12580,203213000000000.0,1,7,9,1
62044,12580,210103000000000.0,1,7,11,1
62064,12580,213311000000000.0,1,1,10,3
62081,12580,219300000000000.0,1,7,1,1
62084,12580,219341000000000.0,1,3,11,3
62110,12580,264014000000000.0,1,7,1,1
62118,12580,281941000000000.0,1,4,6,4
62123,12580,304546000000000.0,1,7,13,1
62124,12580,309218000000000.0,1,7,1,2
62134,12580,381241000000000.0,1,6,9,1
62136,12580,404440000000000.0,1,7,16,1
62181,12580,441351000000000.0,1,7,12,2
62187,12580,442691000000000.0,1,1,9,2
62195,12580,456211000000000.0,1,7,13,1
62200,12580,472531000000000.0,1,4,10,2
62202,12580,474432000000000.0,1,6,11,1
62203,12580,477160000000000.0,1,4,4,2
62212,12580,491211000000000.0,1,4,11,5
62224,12580,500211000000000.0,1,1,10,3
62227,12580,509212000000000.0,1,7,9,1
62232,12580,542033000000000.0,1,1,11,2
62243,12580,601215000000000.0,1,7,7,1
62270,12580,642407000000000.0,1,7,9,1
62274,12580,664017000000000.0,1,6,8,3
62304,12580,842249000000000.0,1,7,11,1
62317,12580,924421000000000.0,1,4,14,2
63712,14460,20511000000000.0,1,6,9,1
63716,14460,20511600000000.0,1,7,14,3
63722,14460,20511700000000.0,1,7,12,1
63723,14460,20511800000000.0,1,6,15,3
63726,14460,20512100000000.0,1,7,13,1
63729,14460,20512200000000.0,1,1,9,4
63742,14460,20512900000000.0,1,7,4,1
63746,14460,31452000000000.0,1,7,14,1
63748,14460,41015200000000.0,1,4,1,5
63757,14460,53055500000000.0,1,4,1,9
63768,14460,61085600000000.0,1,6,15,1
63777,14460,85025800000000.0,1,6,6,1
63785,14460,102226000000000.0,1,3,12,2
63787,14460,104202000000000.0,1,1,16,4
63793,14460,104222000000000.0,1,6,1,1
63800,14460,109092000000000.0,1,6,3,1
63805,14460,110203000000000.0,1,7,2,1
63810,14460,110209000000000.0,1,7,12,1
63816,14460,121035000000000.0,1,6,7,1
63825,14460,123012000000000.0,1,6,16,1
63826,14460,123066000000000.0,1,7,1,1
63827,14460,132892000000000.0,1,6,1,3
63833,14460,134056000000000.0,1,6,13,3
63845,14460,152247000000000.0,1,6,15,3
63857,14460,152927000000000.0,1,6,15,3
63861,14460,161086000000000.0,1,7,9,1
63862,14460,165116000000000.0,1,6,16,4
63867,14460,174122000000000.0,1,7,1,2
63869,14460,176242000000000.0,1,7,14,1
63875,14460,178662000000000.0,1,1,13,4
63883,14460,181472000000000.0,1,6,2,1
63884,14460,185025000000000.0,1,7,6,1
63888,14460,193252000000000.0,1,6,15,2
63890,14460,200920000000000.0,1,7,14,1
63891,14460,201095000000000.0,1,6,5,1
63893,14460,202035000000000.0,1,1,16,2
63895,14460,204951000000000.0,1,7,15,1
63896,14460,205232000000000.0,1,1,16,4
63903,14460,208620000000000.0,1,7,2,1
63905,14460,208720000000000.0,1,6,10,1
63906,14460,208791000000000.0,1,4,4,2
63920,14460,210202000000000.0,1,6,10,1
63926,14460,211258000000000.0,1,4,6,3
63929,14460,211630000000000.0,1,1,14,3
63933,14460,213741000000000.0,1,1,16,2
63938,14460,216015000000000.0,1,7,6,1
63939,14460,218045000000000.0,1,6,13,1
63944,14460,218620000000000.0,1,4,10,2
63946,14460,221130000000000.0,1,1,16,2
63951,14460,224151000000000.0,1,4,14,5
63958,14460,228091000000000.0,1,6,13,1
63960,14460,228831000000000.0,1,4,11,4
63967,14460,247055000000000.0,1,3,8,2
63975,14460,261085000000000.0,1,7,13,1
63976,14460,265357000000000.0,1,6,6,1
63978,14460,265789000000000.0,1,1,16,2
63980,14460,285026000000000.0,1,7,15,1
63982,14460,305214000000000.0,1,1,4,4
63986,14460,305224000000000.0,1,1,14,3
63994,14460,351151000000000.0,1,6,14,2
63996,14460,351451000000000.0,1,7,2,1
64001,14460,352555000000000.0,1,6,10,1
64006,14460,365117000000000.0,1,1,11,4
64010,14460,405128000000000.0,1,7,14,1
64016,14460,410007000000000.0,1,3,8,5
64021,14460,410104000000000.0,1,4,7,3
64032,14460,425513000000000.0,1,6,5,1
64037,14460,451753000000000.0,1,7,11,1
64043,14460,495262000000000.0,1,1,1,2
64051,14460,510107000000000.0,1,7,15,2
64053,14460,510207000000000.0,1,1,3,2
64055,14460,510208000000000.0,1,7,7,1
64056,14460,515191000000000.0,1,1,15,2
64061,14460,521370000000000.0,1,7,16,1
64066,14460,527531000000000.0,1,7,10,1
64067,14460,528870000000000.0,1,7,9,1
64068,14460,529181000000000.0,1,6,7,1
64069,14460,536191000000000.0,1,4,11,2
64071,14460,541171000000000.0,1,1,16,2
64076,14460,542611000000000.0,1,7,5,1
64077,14460,543101000000000.0,1,4,7,2
64081,14460,549310000000000.0,1,1,12,2
64084,14460,552374000000000.0,1,6,9,1
64086,14460,552961000000000.0,1,6,15,1
64087,14460,555611000000000.0,1,7,3,1
64090,14460,565171000000000.0,1,1,16,2
64092,14460,571531000000000.0,1,1,15,2
64102,14460,585617000000000.0,1,1,12,4
64108,14460,595265000000000.0,1,7,16,1
64111,14460,601229000000000.0,1,4,11,5
64119,14460,621853000000000.0,1,4,15,3
64122,14460,631159000000000.0,1,1,16,3
64126,14460,631459000000000.0,1,6,12,1
64131,14460,685616000000000.0,1,7,14,1
64134,14460,704210000000000.0,1,6,4,1
64135,14460,704230000000000.0,1,6,13,1
64149,14460,745141000000000.0,1,7,1,1
64152,14460,802205000000000.0,1,7,15,2
64154,14460,802225000000000.0,1,7,14,1
64166,14460,852467000000000.0,1,7,13,1
64168,14460,881557000000000.0,1,4,13,2
64170,14460,901225000000000.0,1,7,10,2
64179,14460,911451000000000.0,1,7,6,1
64180,14460,911551000000000.0,1,7,15,1
64183,14460,952259000000000.0,1,7,1,2
66762,19820,10100200000000.0,1,7,3,1
66796,19820,20611400000000.0,1,7,5,1
66816,19820,20612800000000.0,1,3,3,2
66830,19820,20613000000000.0,1,3,6,2
66833,19820,20613100000000.0,1,7,13,1
66834,19820,20613200000000.0,1,6,4,1
66836,19820,20613300000000.0,1,6,8,1
66838,19820,20613900000000.0,1,4,7,4
66847,19820,20614000000000.0,1,4,1,8
66855,19820,20614100000000.0,1,1,11,5
66884,19820,62170100000000.0,1,6,4,2
66890,19820,62818100000000.0,1,4,8,5
66915,19820,101064000000000.0,1,1,8,2
66936,19820,110307000000000.0,1,7,6,2
66949,19820,115572000000000.0,1,7,7,1
66955,19820,128262000000000.0,1,4,4,3
66972,19820,140002000000000.0,1,6,7,1
66977,19820,152162000000000.0,1,1,12,3
66996,19820,162071000000000.0,1,4,4,6
67004,19820,162396000000000.0,1,6,3,1
67015,19820,171642000000000.0,1,7,11,1
67034,19820,194142000000000.0,1,1,11,2
67095,19820,210309000000000.0,1,1,13,3
67098,19820,210407000000000.0,1,4,11,2
67102,19820,214361000000000.0,1,6,11,1
67105,19820,216010000000000.0,1,6,4,1
67116,19820,231871000000000.0,1,4,7,3
67119,19820,232041000000000.0,1,1,11,3
67123,19820,234410000000000.0,1,3,3,2
67125,19820,234710000000000.0,1,6,5,1
67130,19820,237091000000000.0,1,6,1,1
67131,19820,237101000000000.0,1,6,7,1
67132,19820,237131000000000.0,1,6,3,1
67133,19820,237180000000000.0,1,4,11,2
67136,19820,245031000000000.0,1,4,1,4
67141,19820,247091000000000.0,1,4,5,2
67147,19820,262426000000000.0,1,4,14,2
67151,19820,262965000000000.0,1,6,4,1
67158,19820,300212000000000.0,1,1,14,2
67170,19820,304238000000000.0,1,7,11,1
67187,19820,400231000000000.0,1,7,2,1
67224,19820,410202000000000.0,1,1,9,2
67226,19820,410302000000000.0,1,1,8,4
67232,19820,421965000000000.0,1,6,5,1
67236,19820,427087000000000.0,1,7,13,1
67244,19820,462474000000000.0,1,6,3,1
67255,19820,502230000000000.0,1,6,11,1
67263,19820,546970000000000.0,1,4,8,3
67280,19820,562797000000000.0,1,3,2,3
67298,19820,604216000000000.0,1,1,14,2
67302,19820,605238000000000.0,1,7,3,1
67316,19820,630690000000000.0,1,3,10,2
67356,19820,672971000000000.0,1,1,8,3
67368,19820,691670000000000.0,1,6,12,1
67371,19820,697551000000000.0,1,4,4,3
67383,19820,702235000000000.0,1,4,8,2
67422,19820,801223000000000.0,1,7,8,1
67434,19820,811967000000000.0,1,7,8,1
67445,19820,862496000000000.0,1,1,16,2
67459,19820,876960000000000.0,1,1,13,5
67470,19820,902239000000000.0,1,6,1,1
67471,19820,902249000000000.0,1,3,6,7
67486,19820,946258000000000.0,1,1,12,2
67489,19820,962106000000000.0,1,4,5,4
67494,19820,962214000000000.0,5,6,9,1
70211,33460,10004200000000.0,1,1,14,2
70213,33460,20710700000000.0,1,6,12,1
70214,33460,20710900000000.0,1,6,12,2
70227,33460,20711200000000.0,1,7,11,1
70229,33460,20711300000000.0,1,4,2,2
70235,33460,20711400000000.0,1,7,3,1
70236,33460,33037700000000.0,1,1,14,5
70244,33460,72115100000000.0,1,6,11,1
70248,33460,96017200000000.0,1,6,8,1
70250,33460,100217000000000.0,1,1,12,2
70252,33460,101932000000000.0,1,1,14,2
70257,33460,107562000000000.0,1,3,15,3
70260,33460,110001000000000.0,1,6,16,1
70261,33460,110005000000000.0,1,7,11,1
70264,33460,117464000000000.0,1,4,3,3
70267,33460,121722000000000.0,1,1,14,2
70269,33460,136622000000000.0,1,1,16,5
70275,33460,143372000000000.0,1,6,6,1
70279,33460,153077000000000.0,1,6,15,2
70281,33460,161173000000000.0,1,7,7,1
70282,33460,161973000000000.0,1,6,12,1
70283,33460,166067000000000.0,1,7,6,2
70285,33460,166068000000000.0,1,1,15,4
70289,33460,172432000000000.0,1,1,10,5
70296,33460,172803000000000.0,1,1,15,4
70300,33460,172940000000000.0,1,6,8,1
70302,33460,174852000000000.0,1,7,10,1
70304,33460,183007000000000.0,1,3,13,5
70309,33460,190822000000000.0,1,4,13,2
70314,33460,193058000000000.0,1,6,11,1
70316,33460,196018000000000.0,1,6,4,1
70317,33460,200710000000000.0,1,7,12,1
70318,33460,200730000000000.0,1,1,15,3
70321,33460,201209000000000.0,1,1,7,2
70325,33460,205910000000000.0,1,1,16,2
70327,33460,206851000000000.0,1,6,6,1
70328,33460,206890000000000.0,1,1,11,2
70330,33460,210230000000000.0,1,7,9,1
70331,33460,212141000000000.0,1,7,14,2
70334,33460,213101000000000.0,1,1,14,7
70345,33460,216370000000000.0,1,1,11,2
70347,33460,217081000000000.0,1,7,11,1
70350,33460,218381000000000.0,1,1,12,2
70352,33460,227734000000000.0,1,1,14,2
70354,33460,287067000000000.0,1,1,15,3
70357,33460,301201000000000.0,1,1,16,2
70362,33460,301211000000000.0,1,4,13,2
70366,33460,347380000000000.0,1,7,11,1
70367,33460,371470000000000.0,1,7,13,3
70370,33460,372325000000000.0,1,1,13,4
70374,33460,372741000000000.0,1,4,11,2
70377,33460,437133000000000.0,1,1,14,3
70381,33460,504211000000000.0,1,7,15,1
70382,33460,510002000000000.0,1,1,15,3
70385,33460,510109000000000.0,1,6,3,1
70386,33460,572864000000000.0,1,1,8,3
70391,33460,610104000000000.0,1,6,14,1
70392,33460,610107000000000.0,1,6,13,1
70395,33460,672142000000000.0,1,6,14,1
70396,33460,687060000000000.0,1,6,11,1
70399,33460,705219000000000.0,1,6,7,1
70400,33460,706219000000000.0,1,1,16,4
70411,33460,723390000000000.0,1,6,2,1
70412,33460,727238000000000.0,1,6,9,1
70414,33460,730820000000000.0,1,7,15,1
70416,33460,742071000000000.0,1,1,14,2
70418,33460,760600000000000.0,1,6,3,1
70419,33460,772141000000000.0,1,1,13,6
70425,33460,772316000000000.0,1,7,1,2
70427,33460,772518000000000.0,1,7,1,1
70428,33460,778341000000000.0,1,1,6,2
70431,33460,792630000000000.0,1,1,16,2
70433,33460,793390000000000.0,1,7,12,1
70438,33460,807214000000000.0,1,4,1,7
70448,33460,811270000000000.0,1,6,7,3
70451,33460,811670000000000.0,1,6,1,1
70452,33460,851979000000000.0,1,6,14,1
70453,33460,872885000000000.0,1,7,1,1
70457,33460,972041000000000.0,1,1,7,5
70462,33460,987134000000000.0,1,7,13,1
74980,28140,20910100000000.0,1,6,13,2
74984,28140,20910200000000.0,1,1,13,3
75004,28140,20911600000000.0,1,7,9,1
75005,28140,20911700000000.0,1,6,14,2
75008,28140,20912300000000.0,1,7,14,1
75009,28140,20912400000000.0,1,6,5,1
75022,28140,43039200000000.0,1,3,16,6
75028,28140,50089300000000.0,1,6,11,1
75029,28140,61691000000000.0,1,7,2,1
75030,28140,61791000000000.0,1,1,13,4
75049,28140,108522000000000.0,1,1,11,4
75057,28140,116712000000000.0,1,3,15,2
75067,28140,129079000000000.0,1,7,8,1
75078,28140,142512000000000.0,1,6,14,1
75082,28140,153642000000000.0,1,4,12,2
75084,28140,155029000000000.0,1,1,16,2
75086,28140,155030000000000.0,1,7,3,1
75090,28140,165080000000000.0,1,1,12,2
75098,28140,177292000000000.0,1,1,7,4
75110,28140,202241000000000.0,1,1,14,3
75115,28140,204151000000000.0,1,1,12,2
75117,28140,204210000000000.0,1,1,11,5
75123,28140,205260000000000.0,1,1,11,2
75131,28140,209190000000000.0,1,6,13,2
75146,28140,210203000000000.0,1,1,13,5
75151,28140,211561000000000.0,1,1,13,2
75156,28140,221261000000000.0,1,7,12,1
75157,28140,224381000000000.0,1,4,9,2
75159,28140,227371000000000.0,1,6,6,1
75162,28140,229803000000000.0,1,7,4,1
75163,28140,249231000000000.0,1,1,16,5
75168,28140,273069000000000.0,1,6,9,1
75170,28140,281290000000000.0,1,6,13,1
75179,28140,379297000000000.0,1,3,14,3
75187,28140,407206000000000.0,1,7,6,1
75188,28140,408214000000000.0,1,1,15,2
75190,28140,409533000000000.0,1,3,16,2
75192,28140,410000000000000.0,1,7,6,1
75193,28140,410006000000000.0,1,1,7,2
75195,28140,431292000000000.0,1,1,15,4
75208,28140,492625000000000.0,1,7,4,1
75222,28140,505228000000000.0,1,4,7,2
75225,28140,506213000000000.0,1,7,1,1
75226,28140,506216000000000.0,1,4,12,3
75231,28140,506223000000000.0,1,4,12,2
75233,28140,506226000000000.0,1,7,13,1
75243,28140,589156000000000.0,1,1,15,2
75246,28140,609536000000000.0,1,7,8,1
75258,28140,710009000000000.0,1,4,6,4
75262,28140,771397000000000.0,1,4,4,6
75268,28140,771497000000000.0,1,7,8,2
75278,28140,792231000000000.0,1,1,10,2
75284,28140,792729000000000.0,1,1,14,2
75288,28140,810002000000000.0,1,3,12,4
75294,28140,821394000000000.0,1,6,11,1
75296,28140,892516000000000.0,1,6,11,1
75302,28140,908206000000000.0,1,7,4,1
75318,28140,935540000000000.0,1,7,11,1
75321,28140,936971000000000.0,1,6,11,2
75323,28140,939093000000000.0,1,1,14,4
75327,28140,943310000000000.0,1,4,10,2
75332,28140,956540000000000.0,1,6,10,1
75335,28140,977310000000000.0,1,7,6,1
75339,28140,992206000000000.0,1,6,7,2
82146,29820,10606900000000.0,1,1,1,3
82149,29820,10706900000000.0,1,1,4,2
82151,29820,11006900000000.0,1,7,11,1
82152,29820,21425000000000.0,1,1,13,2
82154,29820,21525000000000.0,1,6,8,1
82155,29820,21925100000000.0,1,7,11,1
82165,29820,30211300000000.0,1,1,13,2
82172,29820,30211400000000.0,1,1,11,2
82174,29820,30211500000000.0,1,1,8,3
82182,29820,30211900000000.0,1,6,14,2
82190,29820,30216400000000.0,1,6,7,1
82192,29820,30216800000000.0,1,1,12,2
82197,29820,30216900000000.0,1,1,6,2
82199,29820,30217000000000.0,1,6,9,1
82200,29820,30217100000000.0,1,6,12,1
82202,29820,30217300000000.0,1,1,14,2
82204,29820,30217400000000.0,1,7,5,1
82205,29820,30217500000000.0,1,1,15,3
82209,29820,30218000000000.0,1,4,7,2
82211,29820,30219600000000.0,1,1,15,3
82215,29820,30219700000000.0,1,1,16,3
82219,29820,30219800000000.0,1,4,9,3
82224,29820,30219900000000.0,1,3,9,4
82231,29820,44042600000000.0,1,7,8,1
82232,29820,55082200000000.0,1,4,10,3
82235,29820,71022100000000.0,1,1,16,2
82237,29820,71322100000000.0,1,6,3,1
82240,29820,71622000000000.0,1,6,7,1
82242,29820,71822000000000.0,1,4,15,2
82247,29820,92521400000000.0,1,1,12,6
82253,29820,92651800000000.0,1,7,2,1
82254,29820,92655800000000.0,1,6,12,2
82256,29820,92698400000000.0,1,6,7,1
82262,29820,96022600000000.0,1,1,9,6
82268,29820,104433000000000.0,1,4,9,2
82275,29820,110108000000000.0,1,4,11,4
82279,29820,110603000000000.0,1,4,16,2
82283,29820,110608000000000.0,1,7,8,2
82285,29820,110708000000000.0,1,1,14,5
82290,29820,110903000000000.0,1,1,10,2
82292,29820,110908000000000.0,1,4,9,4
82296,29820,114022000000000.0,1,1,14,3
82299,29820,114023000000000.0,1,6,7,1
82305,29820,123963000000000.0,1,6,13,1
82308,29820,127693000000000.0,1,4,11,2
82317,29820,130210000000000.0,1,1,7,4
82334,29820,141033000000000.0,1,4,13,2
82343,29820,143203000000000.0,1,7,13,1
82352,29820,144043000000000.0,1,1,13,2
82354,29820,152133000000000.0,1,1,11,3
82360,29820,152903000000000.0,1,7,12,1
82369,29820,155082000000000.0,1,7,14,1
82375,29820,159663000000000.0,1,1,2,7
82390,29820,166073000000000.0,1,1,8,2
82393,29820,167093000000000.0,1,1,12,2
82395,29820,169153000000000.0,1,3,12,2
82406,29820,188513000000000.0,1,6,12,1
82418,29820,192653000000000.0,1,7,9,1
82419,29820,201240000000000.0,1,4,11,4
82423,29820,201580000000000.0,1,1,5,2
82425,29820,202369000000000.0,1,3,14,3
82428,29820,202379000000000.0,1,4,11,2
82430,29820,202940000000000.0,1,7,6,1
82439,29820,210906000000000.0,1,6,12,1
82440,29820,211240000000000.0,1,1,11,4
82445,29820,212309000000000.0,1,4,11,2
82447,29820,212580000000000.0,1,6,10,1
82455,29820,218961000000000.0,1,6,7,1
82456,29820,219940000000000.0,1,4,5,2
82459,29820,220650000000000.0,1,6,13,1
82465,29820,223033000000000.0,1,1,14,5
82473,29820,223570000000000.0,1,6,7,1
82474,29820,224240000000000.0,1,3,11,2
82476,29820,226240000000000.0,1,7,11,1
82477,29820,226751000000000.0,1,1,13,2
82484,29820,231961000000000.0,1,6,9,2
82487,29820,233750000000000.0,1,1,16,3
82490,29820,239621000000000.0,1,1,4,3
82500,29820,244650000000000.0,1,1,15,2
82503,29820,248580000000000.0,1,1,15,2
82505,29820,251650000000000.0,1,3,10,2
82507,29820,252761000000000.0,1,1,16,2
82509,29820,254450000000000.0,1,1,7,4
82514,29820,257650000000000.0,1,1,10,4
82518,29820,258580000000000.0,1,7,15,1
82519,29820,259751000000000.0,1,1,14,8
82533,29820,262077000000000.0,1,1,9,2
