person_id,age,sex,hours_a_week,occupation,marital_status,education
45642,70-80,male,30-40hr,Management occupations,NEVER MARRIED,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
45782,20-30,male,30-40hr,Management occupations,NEVER MARRIED,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
45022,20-30,male,30-40hr,Management occupations,NEVER MARRIED,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
45963,20-30,female,30-40hr,Office and administrative support occupations,NEVER MARRIED,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
45339,20-30,female,30-40hr,Office and administrative support occupations,NEVER MARRIED,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
45449,20-30,female,30-40hr,Office and administrative support occupations,NEVER MARRIED,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
45460,40-50,male,30-40hr,Transportation and material moving occupations,NEVER MARRIED,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
45686,40-50,female,30-40hr,Protective service occupations,NEVER MARRIED,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
44992,30-40,female,40-50hr,Healthcare practitioner and technical occupations,NEVER MARRIED,"DOCTORATE DEGREE (EX: PhD, EdD)"
45403,50-60,male,Vary hr,"Education, training, and library occupations",NEVER MARRIED,"DOCTORATE DEGREE (EX: PhD, EdD)"
45976,50-60,male,Vary hr,"Education, training, and library occupations",NEVER MARRIED,"DOCTORATE DEGREE (EX: PhD, EdD)"
45019,50-60,male,Extreme hr,Healthcare practitioner and technical occupations,MARRIED - SPOUSE PRESENT,"PROFESSIONAL SCHOOL DEG (EX: MD, DDS, DVM)"
45020,50-60,female,Much hr,Healthcare practitioner and technical occupations,MARRIED - SPOUSE PRESENT,"PROFESSIONAL SCHOOL DEG (EX: MD, DDS, DVM)"
45635,60-70,female,Little hr,Personal care and service occupations,MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
45968,50-60,male,30-40hr,Computer and mathematical science occupations,MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
45969,60-70,female,30-40hr,Computer and mathematical science occupations,MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
45634,50-60,male,Little hr,Construction and extraction occupations,MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
45892,40-50,female,30-40hr,Legal occupations,WIFE ISSUE,SOME COLLEGE BUT NO DEGREE
45059,30-40,female,20-30hr,Personal care and service occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
45715,20-30,female,30-40hr,Personal care and service occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
45195,20-30,female,30-40hr,Healthcare support occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
45192,Teen,female,30-40hr,Office and administrative support occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
45534,20-30,male,20-30hr,Transportation and material moving occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
45007,20-30,female,30-40hr,Food preparation and serving related occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
45291,50-60,female,40-50hr,Business and financial operations occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
45668,20-30,female,10-20hr,Sales and related occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
45452,20-30,male,Extreme hr,"Installation, maintenance, and repair occupations",NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
45193,20-30,male,30-40hr,Protective service occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
45637,20-30,female,20-30hr,Office and administrative support occupations,WIFE ISSUE,SOME COLLEGE BUT NO DEGREE
45208,50-60,male,30-40hr,Office and administrative support occupations,WIFE ISSUE,ASSOCIATE DEGREE-OCCUPATIONAL/VOCATIONAL
45716,30-40,female,10-20hr,Food preparation and serving related occupations,NEVER MARRIED,ASSOCIATE DEGREE-OCCUPATIONAL/VOCATIONAL
45354,40-50,male,30-40hr,Protective service occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
45288,50-60,female,30-40hr,Healthcare support occupations,WIFE ISSUE,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
45723,30-40,female,30-40hr,Production occupations,WIFE ISSUE,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
45175,40-50,male,30-40hr,Computer and mathematical science occupations,WIFE ISSUE,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
45281,30-40,female,30-40hr,Healthcare practitioner and technical occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
45341,50-60,female,30-40hr,Personal care and service occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
45554,30-40,male,20-30hr,Personal care and service occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
45993,20-30,female,30-40hr,Building and grounds cleaning and maintenance occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
45335,20-30,female,30-40hr,Food preparation and serving related occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
45545,30-40,female,20-30hr,Food preparation and serving related occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
45555,20-30,male,30-40hr,Production occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
45889,30-40,female,20-30hr,Sales and related occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
45489,20-30,female,30-40hr,Protective service occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
45389,40-50,male,30-40hr,Production occupations,WIFE ISSUE,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
45338,50-60,female,30-40hr,Computer and mathematical science occupations,WIFE ISSUE,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
45056,40-50,female,30-40hr,Production occupations,WIFE ISSUE,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
44903,50-60,female,30-40hr,Food preparation and serving related occupations,NEVER MARRIED,12TH GRADE NO DIPLOMA
45003,30-40,female,Little hr,Protective service occupations,NEVER MARRIED,11TH GRADE
45420,Teen,male,10-20hr,Personal care and service occupations,NEVER MARRIED,9TH GRADE
45421,Teen,male,10-20hr,Personal care and service occupations,NEVER MARRIED,9TH GRADE
44946,60-70,male,Vary hr,Production occupations,WIFE ISSUE,9TH GRADE
45646,40-50,male,Vary hr,Healthcare practitioner and technical occupations,MARRIED - SPOUSE PRESENT,"MASTER'S DEGREE (EX: MA, MS, MEng, MEd, MSW)"
45397,40-50,male,30-40hr,Office and administrative support occupations,NEVER MARRIED,ASSOCIATE DEGREE-ACADEMIC PROGRAM
45502,60-70,female,30-40hr,Office and administrative support occupations,NEVER MARRIED,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
44947,40-50,male,Extreme hr,"Farming, fishing, and forestry occupations",MARRIED - SPOUSE PRESENT,5TH OR 6TH GRADE
45133,40-50,male,40-50hr,Office and administrative support occupations,NEVER MARRIED,7TH OR 8TH GRADE
45429,40-50,female,30-40hr,Healthcare practitioner and technical occupations,NEVER MARRIED,"MASTER'S DEGREE (EX: MA, MS, MEng, MEd, MSW)"
70377,20-30,male,Vary hr,Healthcare practitioner and technical occupations,MARRIED - SPOUSE PRESENT,"MASTER'S DEGREE (EX: MA, MS, MEng, MEd, MSW)"
70286,50-60,female,30-40hr,Personal care and service occupations,MARRIED - SPOUSE PRESENT,"MASTER'S DEGREE (EX: MA, MS, MEng, MEd, MSW)"
70420,60-70,male,10-20hr,Personal care and service occupations,MARRIED - SPOUSE PRESENT,"MASTER'S DEGREE (EX: MA, MS, MEng, MEd, MSW)"
70220,30-40,female,40-50hr,Management occupations,MARRIED - SPOUSE PRESENT,"MASTER'S DEGREE (EX: MA, MS, MEng, MEd, MSW)"
70268,20-30,male,30-40hr,Management occupations,MARRIED - SPOUSE PRESENT,"MASTER'S DEGREE (EX: MA, MS, MEng, MEd, MSW)"
70353,20-30,female,30-40hr,Community and social service occupations,MARRIED - SPOUSE PRESENT,"MASTER'S DEGREE (EX: MA, MS, MEng, MEd, MSW)"
70378,20-30,female,30-40hr,Community and social service occupations,MARRIED - SPOUSE PRESENT,"MASTER'S DEGREE (EX: MA, MS, MEng, MEd, MSW)"
70296,40-50,male,40-50hr,Community and social service occupations,MARRIED - SPOUSE PRESENT,"MASTER'S DEGREE (EX: MA, MS, MEng, MEd, MSW)"
70382,30-40,male,30-40hr,Business and financial operations occupations,MARRIED - SPOUSE PRESENT,"MASTER'S DEGREE (EX: MA, MS, MEng, MEd, MSW)"
70267,20-30,female,30-40hr,Business and financial operations occupations,MARRIED - SPOUSE PRESENT,"MASTER'S DEGREE (EX: MA, MS, MEng, MEd, MSW)"
70219,30-40,male,40-50hr,Computer and mathematical science occupations,MARRIED - SPOUSE PRESENT,"MASTER'S DEGREE (EX: MA, MS, MEng, MEd, MSW)"
70257,40-50,male,30-40hr,Architecture and engineering occupations,WIFE ISSUE,"MASTER'S DEGREE (EX: MA, MS, MEng, MEd, MSW)"
70317,20-30,female,30-40hr,"Life, physical, and social science occupations",NEVER MARRIED,"MASTER'S DEGREE (EX: MA, MS, MEng, MEd, MSW)"
70388,30-40,female,10-20hr,"Life, physical, and social science occupations",NEVER MARRIED,"MASTER'S DEGREE (EX: MA, MS, MEng, MEd, MSW)"
70280,20-30,female,40-50hr,Business and financial operations occupations,NEVER MARRIED,"MASTER'S DEGREE (EX: MA, MS, MEng, MEd, MSW)"
70283,20-30,female,Vary hr,Computer and mathematical science occupations,NEVER MARRIED,ASSOCIATE DEGREE-ACADEMIC PROGRAM
70383,20-30,female,30-40hr,Healthcare practitioner and technical occupations,MARRIED - SPOUSE PRESENT,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
70400,40-50,male,30-40hr,Healthcare practitioner and technical occupations,MARRIED - SPOUSE PRESENT,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
70328,20-30,male,30-40hr,Personal care and service occupations,MARRIED - SPOUSE PRESENT,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
70318,30-40,female,Vary hr,Management occupations,MARRIED - SPOUSE PRESENT,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
70432,40-50,female,40-50hr,Management occupations,MARRIED - SPOUSE PRESENT,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
70393,60-70,male,30-40hr,Management occupations,MARRIED - SPOUSE PRESENT,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
70394,60-70,female,30-40hr,Office and administrative support occupations,MARRIED - SPOUSE PRESENT,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
70336,40-50,female,30-40hr,Office and administrative support occupations,MARRIED - SPOUSE PRESENT,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
70297,30-40,female,40-50hr,Community and social service occupations,MARRIED - SPOUSE PRESENT,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
70270,30-40,male,30-40hr,Food preparation and serving related occupations,MARRIED - SPOUSE PRESENT,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
70326,60-70,male,10-20hr,Business and financial operations occupations,MARRIED - SPOUSE PRESENT,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
70233,20-30,male,30-40hr,Architecture and engineering occupations,MARRIED - SPOUSE PRESENT,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
70285,60-70,male,30-40hr,Architecture and engineering occupations,MARRIED - SPOUSE PRESENT,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
70354,30-40,male,30-40hr,Architecture and engineering occupations,MARRIED - SPOUSE PRESENT,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
70227,40-50,female,40-50hr,Office and administrative support occupations,WIFE ISSUE,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
70362,30-40,female,30-40hr,Architecture and engineering occupations,WIFE ISSUE,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
70279,20-30,male,40-50hr,Management occupations,NEVER MARRIED,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
70452,40-50,male,30-40hr,Transportation and material moving occupations,NEVER MARRIED,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
70282,60-70,male,30-40hr,Sales and related occupations,NEVER MARRIED,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
70302,30-40,female,30-40hr,Computer and mathematical science occupations,NEVER MARRIED,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
70368,20-30,female,30-40hr,Computer and mathematical science occupations,NEVER MARRIED,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
70369,20-30,female,30-40hr,Legal occupations,NEVER MARRIED,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
70414,20-30,female,30-40hr,Architecture and engineering occupations,NEVER MARRIED,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
70454,20-30,female,30-40hr,Architecture and engineering occupations,NEVER MARRIED,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
70401,30-40,female,40-50hr,Healthcare practitioner and technical occupations,MARRIED - SPOUSE PRESENT,"DOCTORATE DEGREE (EX: PhD, EdD)"
70358,60-70,male,Vary hr,"Arts, design, entertainment, sports, and media occupations",MARRIED - SPOUSE PRESENT,"DOCTORATE DEGREE (EX: PhD, EdD)"
70381,20-30,female,30-40hr,Healthcare practitioner and technical occupations,NEVER MARRIED,"DOCTORATE DEGREE (EX: PhD, EdD)"
70417,20-30,female,Extreme hr,Healthcare practitioner and technical occupations,MARRIED - SPOUSE PRESENT,"PROFESSIONAL SCHOOL DEG (EX: MD, DDS, DVM)"
70355,30-40,female,20-30hr,Healthcare practitioner and technical occupations,MARRIED - SPOUSE PRESENT,"PROFESSIONAL SCHOOL DEG (EX: MD, DDS, DVM)"
70260,40-50,male,Vary hr,Legal occupations,NEVER MARRIED,"PROFESSIONAL SCHOOL DEG (EX: MD, DDS, DVM)"
70319,20-30,male,30-40hr,"Arts, design, entertainment, sports, and media occupations",MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
70321,20-30,female,30-40hr,Sales and related occupations,MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
70213,40-50,male,30-40hr,Construction and extraction occupations,WIFE ISSUE,SOME COLLEGE BUT NO DEGREE
70411,20-30,male,Vary hr,Personal care and service occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
70261,20-30,female,30-40hr,Office and administrative support occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
70288,20-30,male,30-40hr,Office and administrative support occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
70305,Teen,female,30-40hr,Food preparation and serving related occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
70337,Teen,female,30-40hr,Food preparation and serving related occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
70331,20-30,female,30-40hr,Business and financial operations occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
70304,20-30,male,Vary hr,Production occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
70214,20-30,male,Much hr,Sales and related occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
70215,20-30,male,Much hr,Sales and related occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
70284,20-30,male,30-40hr,Construction and extraction occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
70307,20-30,female,30-40hr,Building and grounds cleaning and maintenance occupations,WIFE ISSUE,SOME COLLEGE BUT NO DEGREE
70419,60-70,female,30-40hr,Healthcare practitioner and technical occupations,MARRIED - SPOUSE PRESENT,ASSOCIATE DEGREE-OCCUPATIONAL/VOCATIONAL
70370,30-40,male,30-40hr,Architecture and engineering occupations,MARRIED - SPOUSE PRESENT,ASSOCIATE DEGREE-OCCUPATIONAL/VOCATIONAL
70244,40-50,male,20-30hr,Personal care and service occupations,NEVER MARRIED,ASSOCIATE DEGREE-OCCUPATIONAL/VOCATIONAL
70325,50-60,female,30-40hr,Management occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
70212,60-70,female,10-20hr,Office and administrative support occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
70269,30-40,female,Vary hr,Building and grounds cleaning and maintenance occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
70457,30-40,male,30-40hr,Building and grounds cleaning and maintenance occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
70458,30-40,female,20-30hr,Food preparation and serving related occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
70236,30-40,female,40-50hr,Production occupations,MARRIED - SPOUSE PRESENT,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
70433,60-70,female,30-40hr,Protective service occupations,WIFE ISSUE,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
70306,Teen,male,Vary hr,Office and administrative support occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
70281,Teen,female,30-40hr,Office and administrative support occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
70450,50-60,male,30-40hr,Transportation and material moving occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
70461,30-40,male,30-40hr,Food preparation and serving related occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
70426,20-30,male,30-40hr,Computer and mathematical science occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
70334,60-70,female,30-40hr,Production occupations,MARRIED - SPOUSE PRESENT,5TH OR 6TH GRADE
70290,40-50,female,30-40hr,Building and grounds cleaning and maintenance occupations,MARRIED - SPOUSE PRESENT,7TH OR 8TH GRADE
70250,30-40,male,30-40hr,Construction and extraction occupations,MARRIED - SPOUSE PRESENT,7TH OR 8TH GRADE
70251,60-70,female,30-40hr,Building and grounds cleaning and maintenance occupations,MARRIED - SPOUSE PRESENT,12TH GRADE NO DIPLOMA
70340,40-50,male,30-40hr,Building and grounds cleaning and maintenance occupations,MARRIED - SPOUSE PRESENT,11TH GRADE
70289,50-60,male,30-40hr,Food preparation and serving related occupations,MARRIED - SPOUSE PRESENT,11TH GRADE
70259,Teen,female,10-20hr,"Education, training, and library occupations",NEVER MARRIED,11TH GRADE
70292,Teen,male,20-30hr,Construction and extraction occupations,NEVER MARRIED,11TH GRADE
70299,Teen,female,Little hr,Personal care and service occupations,WIFE ISSUE,9TH GRADE
70237,40-50,male,30-40hr,Production occupations,MARRIED - SPOUSE PRESENT,LESS THAN 1ST GRADE
70240,40-50,male,30-40hr,Production occupations,NEVER MARRIED,LESS THAN 1ST GRADE
70352,20-30,male,30-40hr,"Education, training, and library occupations",MARRIED - SPOUSE PRESENT,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
70431,50-60,male,40-50hr,"Life, physical, and social science occupations",MARRIED - SPOUSE PRESENT,"DOCTORATE DEGREE (EX: PhD, EdD)"
70374,40-50,female,40-50hr,Personal care and service occupations,NEVER MARRIED,ASSOCIATE DEGREE-ACADEMIC PROGRAM
70389,30-40,female,30-40hr,Healthcare support occupations,NEVER MARRIED,ASSOCIATE DEGREE-ACADEMIC PROGRAM
70409,30-40,female,20-30hr,Office and administrative support occupations,NEVER MARRIED,ASSOCIATE DEGREE-ACADEMIC PROGRAM
70347,40-50,female,20-30hr,Healthcare practitioner and technical occupations,WIFE ISSUE,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
70345,60-70,female,30-40hr,Office and administrative support occupations,MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
70392,30-40,male,20-30hr,Management occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
70309,40-50,female,30-40hr,Office and administrative support occupations,NEVER MARRIED,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
70438,30-40,female,30-40hr,Personal care and service occupations,WIFE ISSUE,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
70399,60-70,male,30-40hr,Food preparation and serving related occupations,WIFE ISSUE,HIGH SCHOOL GRAD-DIPLOMA OR EQUIV (GED)
70218,20-30,male,Vary hr,Food preparation and serving related occupations,NEVER MARRIED,12TH GRADE NO DIPLOMA
70216,20-30,female,Vary hr,Sales and related occupations,NEVER MARRIED,12TH GRADE NO DIPLOMA
70395,20-30,male,30-40hr,Architecture and engineering occupations,NEVER MARRIED,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
70330,20-30,female,30-40hr,Business and financial operations occupations,NEVER MARRIED,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
139193,30-40,female,40-50hr,Healthcare practitioner and technical occupations,MARRIED - SPOUSE PRESENT,"MASTER'S DEGREE (EX: MA, MS, MEng, MEd, MSW)"
138875,60-70,male,40-50hr,Management occupations,MARRIED - SPOUSE PRESENT,"MASTER'S DEGREE (EX: MA, MS, MEng, MEd, MSW)"
138762,60-70,male,Extreme hr,Management occupations,MARRIED - SPOUSE PRESENT,"MASTER'S DEGREE (EX: MA, MS, MEng, MEd, MSW)"
139062,60-70,male,40-50hr,Management occupations,MARRIED - SPOUSE PRESENT,"MASTER'S DEGREE (EX: MA, MS, MEng, MEd, MSW)"
139003,30-40,male,40-50hr,Management occupations,MARRIED - SPOUSE PRESENT,"MASTER'S DEGREE (EX: MA, MS, MEng, MEd, MSW)"
138980,60-70,female,40-50hr,Healthcare practitioner and technical occupations,NEVER MARRIED,"MASTER'S DEGREE (EX: MA, MS, MEng, MEd, MSW)"
139106,50-60,male,Extreme hr,Sales and related occupations,WIFE ISSUE,"MASTER'S DEGREE (EX: MA, MS, MEng, MEd, MSW)"
138716,40-50,female,30-40hr,Management occupations,MARRIED - SPOUSE PRESENT,ASSOCIATE DEGREE-ACADEMIC PROGRAM
139091,50-60,female,30-40hr,Food preparation and serving related occupations,MARRIED - SPOUSE PRESENT,ASSOCIATE DEGREE-ACADEMIC PROGRAM
139259,40-50,female,30-40hr,Food preparation and serving related occupations,MARRIED - SPOUSE PRESENT,ASSOCIATE DEGREE-ACADEMIC PROGRAM
138717,40-50,male,30-40hr,"Installation, maintenance, and repair occupations",MARRIED - SPOUSE PRESENT,ASSOCIATE DEGREE-ACADEMIC PROGRAM
139219,60-70,male,30-40hr,Construction and extraction occupations,MARRIED - SPOUSE PRESENT,ASSOCIATE DEGREE-ACADEMIC PROGRAM
138718,40-50,male,30-40hr,Management occupations,WIFE ISSUE,ASSOCIATE DEGREE-ACADEMIC PROGRAM
138740,30-40,female,Little hr,Personal care and service occupations,NEVER MARRIED,ASSOCIATE DEGREE-ACADEMIC PROGRAM
138851,20-30,female,Vary hr,Sales and related occupations,NEVER MARRIED,ASSOCIATE DEGREE-ACADEMIC PROGRAM
139094,40-50,female,30-40hr,Healthcare practitioner and technical occupations,WIFE ISSUE,ASSOCIATE DEGREE-ACADEMIC PROGRAM
138764,40-50,male,40-50hr,Management occupations,MARRIED - SPOUSE PRESENT,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
138842,50-60,male,40-50hr,Management occupations,MARRIED - SPOUSE PRESENT,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
138723,50-60,female,30-40hr,"Arts, design, entertainment, sports, and media occupations",MARRIED - SPOUSE PRESENT,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
139063,60-70,female,40-50hr,"Arts, design, entertainment, sports, and media occupations",MARRIED - SPOUSE PRESENT,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
138843,30-40,female,30-40hr,Sales and related occupations,MARRIED - SPOUSE PRESENT,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
138985,20-30,female,20-30hr,"Education, training, and library occupations",MARRIED - SPOUSE PRESENT,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
138770,70-80,female,Little hr,"Education, training, and library occupations",MARRIED - SPOUSE PRESENT,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
139044,Teen,male,Vary hr,Personal care and service occupations,WIFE ISSUE,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
139026,50-60,male,40-50hr,Computer and mathematical science occupations,WIFE ISSUE,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
138886,30-40,male,30-40hr,Computer and mathematical science occupations,NEVER MARRIED,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
139045,Teen,male,30-40hr,Computer and mathematical science occupations,NEVER MARRIED,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
139064,30-40,male,30-40hr,Computer and mathematical science occupations,NEVER MARRIED,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
139116,40-50,female,30-40hr,"Education, training, and library occupations",NEVER MARRIED,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
139187,20-30,male,40-50hr,"Education, training, and library occupations",NEVER MARRIED,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
139025,50-60,female,30-40hr,Legal occupations,NEVER MARRIED,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
139222,50-60,female,30-40hr,Office and administrative support occupations,WIFE ISSUE,"BACHELOR'S DEGREE (EX: BA, AB, BS)"
138976,20-30,female,40-50hr,Healthcare practitioner and technical occupations,NEVER MARRIED,"DOCTORATE DEGREE (EX: PhD, EdD)"
138856,30-40,female,30-40hr,Legal occupations,WIFE ISSUE,"DOCTORATE DEGREE (EX: PhD, EdD)"
139220,50-60,female,30-40hr,Healthcare practitioner and technical occupations,MARRIED - SPOUSE PRESENT,"PROFESSIONAL SCHOOL DEG (EX: MD, DDS, DVM)"
138751,60-70,male,30-40hr,Legal occupations,MARRIED - SPOUSE PRESENT,"PROFESSIONAL SCHOOL DEG (EX: MD, DDS, DVM)"
138937,40-50,male,Much hr,Management occupations,MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
138938,50-60,female,Much hr,Office and administrative support occupations,MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
138849,50-60,male,Vary hr,Sales and related occupations,MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
139034,50-60,male,30-40hr,"Installation, maintenance, and repair occupations",MARRIED - SPOUSE PRESENT,SOME COLLEGE BUT NO DEGREE
139167,30-40,female,30-40hr,Office and administrative support occupations,WIFE ISSUE,SOME COLLEGE BUT NO DEGREE
139190,30-40,female,30-40hr,Office and administrative support occupations,WIFE ISSUE,SOME COLLEGE BUT NO DEGREE
138922,30-40,male,30-40hr,Transportation and material moving occupations,WIFE ISSUE,SOME COLLEGE BUT NO DEGREE
139170,30-40,male,30-40hr,"Installation, maintenance, and repair occupations",WIFE ISSUE,SOME COLLEGE BUT NO DEGREE
139088,20-30,female,30-40hr,Personal care and service occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
138866,40-50,female,30-40hr,Office and administrative support occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
139097,Teen,male,20-30hr,Transportation and material moving occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
139290,Teen,male,Vary hr,Transportation and material moving occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
138847,Teen,male,20-30hr,Production occupations,NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
139189,30-40,male,40-50hr,"Installation, maintenance, and repair occupations",NEVER MARRIED,SOME COLLEGE BUT NO DEGREE
